	seqname	source	feature	start	end	score	strand	frame	attribute
13741	8	ena	gene	30003499	30006122	.	+	.	"gene_id ""BVRB_8g191850""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13742	8	ena	gene	34984391	34987265	.	+	.	"gene_id ""BVRB_8g195810""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13743	8	ena	gene	6884754	6886254	.	-	.	"gene_id ""BVRB_8g185390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13744	8	ena	gene	37346539	37350958	.	-	.	"gene_id ""BVRB_8g197680""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13745	8	ena	gene	35069791	35070209	.	-	.	"gene_id ""BVRB_8g195910""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13746	8	ena	gene	5697217	5705531	.	-	.	"gene_id ""BVRB_8g184720""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13747	8	ena	gene	26787016	26790566	.	-	.	"gene_id ""BVRB_8g190330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13748	8	ena	gene	11629608	11640935	.	+	.	"gene_id ""BVRB_8g187210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13749	8	ena	gene	36531507	36532894	.	-	.	"gene_id ""BVRB_8g197000""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13750	8	ena	gene	5154163	5155795	.	+	.	"gene_id ""BVRB_8g184390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13751	8	ena	gene	32680859	32682961	.	+	.	"gene_id ""BVRB_8g193800""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13752	8	ena	gene	33958957	33960018	.	+	.	"gene_id ""BVRB_8g194820""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13753	8	ena	gene	35159864	35168590	.	+	.	"gene_id ""BVRB_8g195990""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13754	8	ena	gene	29024811	29025418	.	+	.	"gene_id ""BVRB_8g191320""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13755	8	ena	gene	38688205	38698920	.	-	.	"gene_id ""BVRB_8g198900""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13756	8	ena	gene	21657934	21661494	.	-	.	"gene_id ""BVRB_8g189010""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13757	8	ena	gene	37015988	37017033	.	-	.	"gene_id ""BVRB_8g197390""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13758	8	ena	gene	8916538	8917904	.	-	.	"gene_id ""BVRB_8g186220""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13759	8	ena	gene	10069402	10076638	.	+	.	"gene_id ""BVRB_8g186720""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13760	8	ena	gene	5042191	5044848	.	-	.	"gene_id ""BVRB_8g184330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13761	8	ena	gene	28602547	28608979	.	-	.	"gene_id ""BVRB_8g191030""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13762	8	ena	gene	4617568	4618494	.	+	.	"gene_id ""BVRB_8g184090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13763	8	ena	gene	33121416	33125430	.	+	.	"gene_id ""BVRB_8g194110""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13764	8	ena	gene	37318814	37319308	.	-	.	"gene_id ""BVRB_8g197650""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13765	8	ena	gene	15090681	15100935	.	+	.	"gene_id ""BVRB_8g187750""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13766	8	ena	gene	28831906	28839526	.	-	.	"gene_id ""BVRB_8g191180""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13767	8	ena	gene	11911406	11917588	.	-	.	"gene_id ""BVRB_8g187300""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13768	8	ena	gene	8891759	8892675	.	+	.	"gene_id ""BVRB_8g186190""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13769	8	ena	gene	6352887	6356453	.	+	.	"gene_id ""BVRB_8g185070""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13770	8	ena	gene	36239738	36242952	.	-	.	"gene_id ""BVRB_8g196680""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13771	8	ena	gene	1201040	1204988	.	+	.	"gene_id ""BVRB_8g181760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13772	8	ena	gene	38405367	38413214	.	-	.	"gene_id ""BVRB_8g198620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13773	8	ena	gene	3413171	3426799	.	+	.	"gene_id ""BVRB_8g183520""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13774	8	ena	gene	21999767	22011071	.	-	.	"gene_id ""BVRB_8g189070""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13775	8	ena	gene	15190480	15216284	.	+	.	"gene_id ""BVRB_8g187760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13776	8	ena	gene	35656488	35660228	.	+	.	"gene_id ""BVRB_8g196260""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13777	8	ena	gene	852633	857277	.	-	.	"gene_id ""BVRB_8g181530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13778	8	ena	gene	27329558	27329945	.	+	.	"gene_id ""BVRB_8g190450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13779	8	ena	gene	30104538	30136275	.	-	.	"gene_id ""BVRB_8g191940""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13780	8	ena	gene	38330098	38333304	.	-	.	"gene_id ""BVRB_8g198530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13781	8	ena	gene	1685180	1686859	.	+	.	"gene_id ""BVRB_8g182160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13782	8	ena	gene	25773695	25774389	.	+	.	"gene_id ""BVRB_8g190160""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13783	8	ena	gene	9602180	9604707	.	+	.	"gene_id ""BVRB_8g186490""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13784	8	ena	gene	27477192	27478346	.	+	.	"gene_id ""BVRB_8g190530""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13785	8	ena	gene	2551704	2563765	.	-	.	"gene_id ""BVRB_8g182830""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13786	8	ena	gene	32730539	32731163	.	+	.	"gene_id ""BVRB_8g193820""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13787	8	ena	gene	8093597	8094859	.	-	.	"gene_id ""BVRB_8g185870""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13788	8	ena	gene	6142547	6143188	.	-	.	"gene_id ""BVRB_8g184950""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13789	8	ena	gene	36787800	36793044	.	+	.	"gene_id ""BVRB_8g197170""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13790	8	ena	gene	676615	679945	.	-	.	"gene_id ""BVRB_8g181360""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13791	8	ena	gene	3645906	3663137	.	-	.	"gene_id ""BVRB_8g183580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13792	8	ena	gene	30094687	30100635	.	-	.	"gene_id ""BVRB_8g191930""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13793	8	ena	gene	7298981	7302565	.	-	.	"gene_id ""BVRB_8g185580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13794	8	ena	gene	21498927	21499900	.	-	.	"gene_id ""BVRB_8g188950""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13795	8	ena	gene	32114298	32125522	.	+	.	"gene_id ""BVRB_8g193400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13796	8	ena	gene	1878280	1880222	.	-	.	"gene_id ""BVRB_8g182310""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13797	8	ena	gene	37816465	37825672	.	+	.	"gene_id ""BVRB_8g198080""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13798	8	ena	gene	34517038	34518762	.	+	.	"gene_id ""BVRB_8g195400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13799	8	ena	gene	24233866	24237290	.	+	.	"gene_id ""BVRB_8g189600""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13800	8	ena	gene	32662879	32668627	.	+	.	"gene_id ""BVRB_8g193790""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13801	8	ena	gene	32603472	32611284	.	-	.	"gene_id ""BVRB_8g193760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13802	8	ena	gene	2412617	2414264	.	-	.	"gene_id ""BVRB_8g182760""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13803	8	ena	gene	4261964	4269108	.	-	.	"gene_id ""BVRB_8g183930""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13804	8	ena	gene	38541362	38543543	.	-	.	"gene_id ""BVRB_8g198730""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13805	8	ena	gene	31970093	31990241	.	-	.	"gene_id ""BVRB_8g193290""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13806	8	ena	gene	9562060	9565464	.	+	.	"gene_id ""BVRB_8g186480""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13807	8	ena	gene	7684260	7685018	.	+	.	"gene_id ""BVRB_8g185720""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13808	8	ena	gene	6189337	6189860	.	-	.	"gene_id ""BVRB_8g185000""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13809	8	ena	gene	18073903	18080237	.	+	.	"gene_id ""BVRB_8g188330""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13810	8	ena	gene	22300778	22305431	.	-	.	"gene_id ""BVRB_8g189140""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13811	8	ena	gene	5416668	5417462	.	-	.	"gene_id ""BVRB_8g184580""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13812	8	ena	gene	31132053	31136206	.	+	.	"gene_id ""BVRB_8g192690""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13813	8	ena	gene	8970319	8971934	.	+	.	"gene_id ""BVRB_8g186250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13814	8	ena	gene	35865042	35872066	.	+	.	"gene_id ""BVRB_8g196420""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13815	8	ena	gene	18278965	18283815	.	-	.	"gene_id ""BVRB_8g188400""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13816	8	ena	gene	24118551	24135765	.	-	.	"gene_id ""BVRB_8g189560""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13817	8	ena	gene	11243876	11256490	.	-	.	"gene_id ""BVRB_8g187090""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13818	8	ena	gene	33710642	33711256	.	+	.	"gene_id ""BVRB_8g194620""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13819	8	ena	gene	1215950	1223697	.	+	.	"gene_id ""BVRB_8g181780""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13820	8	ena	gene	28022051	28025334	.	+	.	"gene_id ""BVRB_8g190830""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13821	8	ena	gene	34275061	34284241	.	-	.	"gene_id ""BVRB_8g195210""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13822	8	ena	gene	33670973	33672767	.	+	.	"gene_id ""BVRB_8g194590""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13823	8	ena	gene	35097638	35105579	.	-	.	"gene_id ""BVRB_8g195960""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13824	8	ena	gene	22812535	22814539	.	+	.	"gene_id ""BVRB_8g189270""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13825	8	ena	gene	6985567	6986118	.	+	.	"gene_id ""BVRB_8g185450""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13826	8	ena	gene	17548439	17578390	.	+	.	"gene_id ""BVRB_8g188250""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13827	8	ena	gene	10490925	10498365	.	-	.	"gene_id ""BVRB_8g186880""; gene_source ""ena""; gene_biotype ""protein_coding"";"
13828	8	Ensembl_Plants	gene	1676463	1676535	.	+	.	"gene_id ""ENSRNA049442272""; gene_name ""tRNA-Glu""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13829	8	Ensembl_Plants	gene	5272075	5272148	.	+	.	"gene_id ""ENSRNA049442318""; gene_name ""tRNA-Arg""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13830	8	Ensembl_Plants	gene	5774568	5774648	.	+	.	"gene_id ""ENSRNA049442336""; gene_name ""tRNA-Leu""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13831	8	Ensembl_Plants	gene	8369002	8369074	.	+	.	"gene_id ""ENSRNA049442347""; gene_name ""tRNA-Phe""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13832	8	Ensembl_Plants	gene	8853616	8853689	.	+	.	"gene_id ""ENSRNA049442370""; gene_name ""tRNA-Ile""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13833	8	Ensembl_Plants	gene	36957778	36957851	.	+	.	"gene_id ""ENSRNA049442524""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13834	8	Ensembl_Plants	gene	36958481	36958554	.	+	.	"gene_id ""ENSRNA049442537""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13835	8	Ensembl_Plants	gene	36970927	36971000	.	+	.	"gene_id ""ENSRNA049442548""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13836	8	Ensembl_Plants	gene	36977610	36977683	.	+	.	"gene_id ""ENSRNA049442573""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13837	8	Ensembl_Plants	gene	36990830	36990903	.	+	.	"gene_id ""ENSRNA049442583""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13838	8	Ensembl_Plants	gene	36992617	36992690	.	+	.	"gene_id ""ENSRNA049442596""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13839	8	Ensembl_Plants	gene	36992795	36992868	.	+	.	"gene_id ""ENSRNA049442604""; gene_name ""tRNA-Thr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13840	8	Ensembl_Plants	gene	37053018	37053106	.	-	.	"gene_id ""ENSRNA049442630""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13841	8	Ensembl_Plants	gene	37004612	37004698	.	-	.	"gene_id ""ENSRNA049442643""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13842	8	Ensembl_Plants	gene	36994492	36994579	.	-	.	"gene_id ""ENSRNA049442662""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13843	8	Ensembl_Plants	gene	36994321	36994407	.	-	.	"gene_id ""ENSRNA049442677""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13844	8	Ensembl_Plants	gene	36991485	36991578	.	-	.	"gene_id ""ENSRNA049442697""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13845	8	Ensembl_Plants	gene	36987708	36987781	.	-	.	"gene_id ""ENSRNA049442719""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13846	8	Ensembl_Plants	gene	36984568	36984655	.	-	.	"gene_id ""ENSRNA049442738""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13847	8	Ensembl_Plants	gene	36983690	36983777	.	-	.	"gene_id ""ENSRNA049442749""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13848	8	Ensembl_Plants	gene	36983128	36983222	.	-	.	"gene_id ""ENSRNA049442757""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13849	8	Ensembl_Plants	gene	36982510	36982597	.	-	.	"gene_id ""ENSRNA049442764""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13850	8	Ensembl_Plants	gene	36978117	36978204	.	-	.	"gene_id ""ENSRNA049442772""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13851	8	Ensembl_Plants	gene	36974435	36974528	.	-	.	"gene_id ""ENSRNA049442779""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13852	8	Ensembl_Plants	gene	36974211	36974304	.	-	.	"gene_id ""ENSRNA049442794""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13853	8	Ensembl_Plants	gene	36973839	36973932	.	-	.	"gene_id ""ENSRNA049442802""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13854	8	Ensembl_Plants	gene	36972489	36972575	.	-	.	"gene_id ""ENSRNA049442808""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13855	8	Ensembl_Plants	gene	36965392	36965479	.	-	.	"gene_id ""ENSRNA049442819""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13856	8	Ensembl_Plants	gene	36965133	36965220	.	-	.	"gene_id ""ENSRNA049442828""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13857	8	Ensembl_Plants	gene	36964854	36964941	.	-	.	"gene_id ""ENSRNA049442835""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13858	8	Ensembl_Plants	gene	36963710	36963797	.	-	.	"gene_id ""ENSRNA049442841""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13859	8	Ensembl_Plants	gene	36963450	36963537	.	-	.	"gene_id ""ENSRNA049442849""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13860	8	Ensembl_Plants	gene	36963172	36963258	.	-	.	"gene_id ""ENSRNA049442856""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13861	8	Ensembl_Plants	gene	36962044	36962131	.	-	.	"gene_id ""ENSRNA049442872""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13862	8	Ensembl_Plants	gene	36961784	36961871	.	-	.	"gene_id ""ENSRNA049442881""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13863	8	Ensembl_Plants	gene	36961109	36961196	.	-	.	"gene_id ""ENSRNA049442891""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13864	8	Ensembl_Plants	gene	36960176	36960263	.	-	.	"gene_id ""ENSRNA049442906""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13865	8	Ensembl_Plants	gene	36959917	36960004	.	-	.	"gene_id ""ENSRNA049442913""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13866	8	Ensembl_Plants	gene	36956342	36956415	.	-	.	"gene_id ""ENSRNA049442917""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13867	8	Ensembl_Plants	gene	36952527	36952615	.	-	.	"gene_id ""ENSRNA049442946""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13868	8	Ensembl_Plants	gene	36950990	36951083	.	-	.	"gene_id ""ENSRNA049442957""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13869	8	Ensembl_Plants	gene	36950768	36950855	.	-	.	"gene_id ""ENSRNA049442968""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13870	8	Ensembl_Plants	gene	36949465	36949558	.	-	.	"gene_id ""ENSRNA049442975""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13871	8	Ensembl_Plants	gene	36949014	36949107	.	-	.	"gene_id ""ENSRNA049442986""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13872	8	Ensembl_Plants	gene	36948774	36948867	.	-	.	"gene_id ""ENSRNA049442993""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13873	8	Ensembl_Plants	gene	36944066	36944152	.	-	.	"gene_id ""ENSRNA049442997""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13874	8	Ensembl_Plants	gene	36943420	36943507	.	-	.	"gene_id ""ENSRNA049443003""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13875	8	Ensembl_Plants	gene	36942346	36942439	.	-	.	"gene_id ""ENSRNA049443006""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13876	8	Ensembl_Plants	gene	36941616	36941689	.	-	.	"gene_id ""ENSRNA049443022""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13877	8	Ensembl_Plants	gene	36941067	36941140	.	-	.	"gene_id ""ENSRNA049443026""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13878	8	Ensembl_Plants	gene	36940787	36940860	.	-	.	"gene_id ""ENSRNA049443031""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13879	8	Ensembl_Plants	gene	36940498	36940571	.	-	.	"gene_id ""ENSRNA049443037""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13880	8	Ensembl_Plants	gene	36939638	36939711	.	-	.	"gene_id ""ENSRNA049443054""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13881	8	Ensembl_Plants	gene	36937865	36937938	.	-	.	"gene_id ""ENSRNA049443057""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13882	8	Ensembl_Plants	gene	36935272	36935360	.	-	.	"gene_id ""ENSRNA049443060""; gene_name ""tRNA-Tyr""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13883	8	Ensembl_Plants	gene	35603965	35604045	.	-	.	"gene_id ""ENSRNA049443078""; gene_name ""tRNA-Leu""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13884	8	Ensembl_Plants	gene	33736804	33736885	.	-	.	"gene_id ""ENSRNA049443091""; gene_name ""tRNA-Ser""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13885	8	Ensembl_Plants	gene	6549082	6549154	.	-	.	"gene_id ""ENSRNA049443128""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13886	8	Ensembl_Plants	gene	6524967	6525039	.	-	.	"gene_id ""ENSRNA049443134""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13887	8	Ensembl_Plants	gene	5004738	5004810	.	-	.	"gene_id ""ENSRNA049443139""; gene_name ""tRNA-Phe""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13888	8	Ensembl_Plants	gene	3273294	3273366	.	-	.	"gene_id ""ENSRNA049443164""; gene_name ""tRNA-Val""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13889	8	Ensembl_Plants	gene	3068233	3068305	.	-	.	"gene_id ""ENSRNA049443177""; gene_name ""tRNA-Phe""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13890	8	Ensembl_Plants	gene	2961162	2961232	.	-	.	"gene_id ""ENSRNA049443190""; gene_name ""tRNA-Gly""; gene_source ""Ensembl_Plants""; gene_biotype ""tRNA"";"
13891	8	Ensembl_Plants	gene	19157836	19158258	.	-	.	"gene_id ""ENSRNA049471364""; gene_name ""SSU_rRNA_eukarya""; gene_source ""Ensembl_Plants""; gene_biotype ""rRNA"";"
13892	8	Ensembl_Plants	gene	6718439	6718566	.	-	.	"gene_id ""ENSRNA049460964""; gene_name ""snoR111""; gene_source ""Ensembl_Plants""; gene_biotype ""snoRNA"";"
13893	8	Ensembl_Plants	gene	8377395	8377555	.	-	.	"gene_id ""ENSRNA049460929""; gene_name ""MIR2118""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13894	8	Ensembl_Plants	gene	2852054	2852339	.	+	.	"gene_id ""ENSRNA049460905""; gene_name ""Plant_SRP""; gene_source ""Ensembl_Plants""; gene_biotype ""SRP_RNA"";"
13895	8	Ensembl_Plants	gene	431637	431741	.	-	.	"gene_id ""ENSRNA049460854""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13896	8	Ensembl_Plants	gene	8683373	8683474	.	-	.	"gene_id ""ENSRNA049460839""; gene_name ""MIR171_1""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13897	8	Ensembl_Plants	gene	413818	413910	.	-	.	"gene_id ""ENSRNA049460819""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13898	8	Ensembl_Plants	gene	650231	650310	.	+	.	"gene_id ""ENSRNA049460792""; gene_name ""MIR397""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13899	8	Ensembl_Plants	gene	9263005	9263149	.	+	.	"gene_id ""ENSRNA049460771""; gene_name ""snoR135""; gene_source ""Ensembl_Plants""; gene_biotype ""snoRNA"";"
13900	8	Ensembl_Plants	gene	9261094	9261238	.	+	.	"gene_id ""ENSRNA049460758""; gene_name ""snoR135""; gene_source ""Ensembl_Plants""; gene_biotype ""snoRNA"";"
13901	8	Ensembl_Plants	gene	461225	461319	.	+	.	"gene_id ""ENSRNA049460744""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13902	8	Ensembl_Plants	gene	392448	392556	.	+	.	"gene_id ""ENSRNA049460718""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13903	8	Ensembl_Plants	gene	434924	435040	.	-	.	"gene_id ""ENSRNA049460695""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13904	8	Ensembl_Plants	gene	385346	385466	.	+	.	"gene_id ""ENSRNA049460669""; gene_name ""MIR398""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13905	8	Ensembl_Plants	gene	381852	381951	.	+	.	"gene_id ""ENSRNA049460648""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
13906	8	Ensembl_Plants	gene	379283	379405	.	-	.	"gene_id ""ENSRNA049460624""; gene_name ""mir-399""; gene_source ""Ensembl_Plants""; gene_biotype ""pre_miRNA"";"
